experiment	item	condition	conditionlabel	tasklabel	content	word	text	lab	woi	design	record	session	instructions	participant	playlist	experimentTrial	sessionTrial	recordedFile	trialDuration	date	trialStart	trialEnd	
faster2x	56	1	f2	sit	6 word sentence       	SIT SENTENCE4: 6 words                                                                      	6A. How many hours have you worked?                                                         	SIT SENTENCE4: 6 words                                                                      	SIT SENTENCE4: 6 words                                                                      	Fixed	y	2	instructions_f2.txt	1	1	14	14	faster2x_1_56_1.wav	2.6708	22-Apr-2018	16:16:51	16:16:54	
faster2x	57	1	f2	sit	8 word sentence       	SIT SENTENCE5: 8 words                                                                      	8A. There are two methods for soaking dried beans.                                          	SIT SENTENCE5: 8 words                                                                      	SIT SENTENCE5: 8 words                                                                      	Fixed	y	2	instructions_f2.txt	1	1	15	15	faster2x_1_57_1.wav	3.2903	22-Apr-2018	16:16:54	16:16:57	
faster2x	58	1	f2	sit	10 word sentence      	SIT SENTENCE6: 10 words                                                                     	10A. Nothing is ever dry in the suffocating heat and humidity.                              	SIT SENTENCE6: 10 words                                                                     	SIT SENTENCE6: 10 words                                                                     	Fixed	y	2	instructions_f2.txt	1	1	16	16	faster2x_1_58_1.wav	4.1168	22-Apr-2018	16:16:58	16:17:02	
faster2x	61	1	f2	pic	farm pic description  	Please say 3 sentences about this picture: FARM                                             	Please say 3 sentences about this picture: FARM                                             	Please say 3 sentences about this picture: FARM                                             	Please say 3 sentences about this picture: FARM                                             	Fixed	y	2	instructions_f2.txt	1	1	17	17	faster2x_1_61_1.wav	9.0128	22-Apr-2018	16:17:02	16:17:11	
faster2x	59	1	f2	pic	beach pic description 	Please say 3 sentences about this picture: BEACH                                            	Please say 3 sentences about this picture: BEACH                                            	Please say 3 sentences about this picture: BEACH                                            	Please say 3 sentences about this picture: BEACH                                            	Fixed	y	2	instructions_f2.txt	1	1	18	18	faster2x_1_59_1.wav	12.9434	22-Apr-2018	16:17:11	16:17:24	
faster2x	60	1	f2	pic	street pic description	Please say 3 sentences about this picture: STREET                                           	Please say 3 sentences about this picture: STREET                                           	Please say 3 sentences about this picture: STREET                                           	Please say 3 sentences about this picture: STREET                                           	Fixed	y	2	instructions_f2.txt	1	1	19	19	faster2x_1_60_1.wav	10.6718	22-Apr-2018	16:17:24	16:17:35	
faster2x	53	1	f2	sit	5 word sentence       	SIT SENTENCE1: 5 words                                                                      	5A. Some hotels are available nearby.                                                       	SIT SENTENCE1: 5 words                                                                      	SIT SENTENCE1: 5 words                                                                      	Fixed	y	2	instructions_f2.txt	1	1	20	20	faster2x_1_53_1.wav	3.8209	22-Apr-2018	16:17:36	16:17:39	
faster2x	54	1	f2	sit	7 word sentence       	SIT SENTENCE2: 7 words                                                                      	7A. They had no natural interest in sports.                                                 	SIT SENTENCE2: 7 words                                                                      	SIT SENTENCE2: 7 words                                                                      	Fixed	y	2	instructions_f2.txt	1	1	21	21	faster2x_1_54_1.wav	3.5087	22-Apr-2018	16:17:40	16:17:43	
faster2x	55	1	f2	sit	9 word sentence       	SIT SENTENCE3: 9 words                                                                      	9A. They become limber and they move with greater strength.                                 	SIT SENTENCE3: 9 words                                                                      	SIT SENTENCE3: 9 words                                                                      	Fixed	y	2	instructions_f2.txt	1	1	22	22	faster2x_1_55_1.wav	3.7174	22-Apr-2018	16:17:43	16:17:47	
faster2x	15	1	f2	dfd	d_a                   	ADOD                                                                                        	ADOD. PLEASE SAY ADOD AGAIN.                                                                	ADOD. PLEASE SAY ADOD AGAIN.                                                                	ADOD. PLEASE SAY ADOD AGAIN.                                                                	Fixed	y	2	instructions_f2.txt	1	1	23	23	faster2x_1_15_1.wav	2.4537	22-Apr-2018	16:17:47	16:17:50	
faster2x	18	1	f2	dfd	k_ae                  	AKAD                                                                                        	AKAD. PLEASE SAY AKAD AGAIN.                                                                	AKAD. PLEASE SAY AKAD AGAIN.                                                                	AKAD. PLEASE SAY AKAD AGAIN.                                                                	Fixed	y	2	instructions_f2.txt	1	1	24	24	faster2x_1_18_1.wav	2.6297	22-Apr-2018	16:17:50	16:17:53	
faster2x	32	1	f2	dfd	sh_u                  	ASHUDE                                                                                      	ASHUDE. PLEASE SAY ASHUDE AGAIN.                                                            	ASHUDE. PLEASE SAY ASHUDE AGAIN.                                                            	ASHUDE. PLEASE SAY ASHUDE AGAIN.                                                            	Fixed	y	2	instructions_f2.txt	1	1	25	25	faster2x_1_32_1.wav	2.555	22-Apr-2018	16:17:53	16:17:55	
faster2x	8	1	f2	dfd	b_u                   	ABUDE                                                                                       	ABUDE. PLEASE SAY ABUDE AGAIN.                                                              	ABUDE. PLEASE SAY ABUDE AGAIN.                                                              	ABUDE. PLEASE SAY ABUDE AGAIN.                                                              	Fixed	y	2	instructions_f2.txt	1	1	26	26	faster2x_1_8_1.wav	2.4224	22-Apr-2018	16:17:56	16:17:58	
faster2x	5	1	f2	dfd	b_i                   	ABEED                                                                                       	ABEED. PLEASE SAY ABEED AGAIN.                                                              	ABEED. PLEASE SAY ABEED AGAIN.                                                              	ABEED. PLEASE SAY ABEED AGAIN.                                                              	Fixed	y	2	instructions_f2.txt	1	1	27	27	faster2x_1_5_1.wav	2.5327	22-Apr-2018	16:17:58	16:18:01	
faster2x	22	1	f2	dfd	g_ae                  	AGAD                                                                                        	AGAD. PLEASE SAY AGAD AGAIN.                                                                	AGAD. PLEASE SAY AGAD AGAIN.                                                                	AGAD. PLEASE SAY AGAD AGAIN.                                                                	Fixed	y	2	instructions_f2.txt	1	1	28	28	faster2x_1_22_1.wav	2.5203	22-Apr-2018	16:18:01	16:18:04	
faster2x	52	1	f2	dfd	h_u                   	AHOOD                                                                                       	AHOOD. PLEASE SAY AHOOD AGAIN.                                                              	AHOOD. PLEASE SAY AHOOD AGAIN.                                                              	AHOOD. PLEASE SAY AHOOD AGAIN.                                                              	Fixed	y	2	instructions_f2.txt	1	1	29	29	faster2x_1_52_1.wav	2.3747	22-Apr-2018	16:18:04	16:18:06	
faster2x	45	1	f2	dfd	n_a                   	ANOD                                                                                        	ANOD. PLEASE SAY ANOD AGAIN.                                                                	ANOD. PLEASE SAY ANOD AGAIN.                                                                	ANOD. PLEASE SAY ANOD AGAIN.                                                                	Fixed	y	2	instructions_f2.txt	1	1	30	30	faster2x_1_45_1.wav	2.4906	22-Apr-2018	16:18:06	16:18:09	
faster2x	24	1	f2	dfd	g_u                   	AGUDE                                                                                       	AGUDE. PLEASE SAY AGUDE AGAIN.                                                              	AGUDE. PLEASE SAY AGUDE AGAIN.                                                              	AGUDE. PLEASE SAY AGUDE AGAIN.                                                              	Fixed	y	2	instructions_f2.txt	1	1	31	31	faster2x_1_24_1.wav	2.5763	22-Apr-2018	16:18:09	16:18:12	
faster2x	49	1	f2	dfd	w_a                   	AWOD                                                                                        	AWOD. PLEASE SAY AWOD AGAIN.                                                                	AWOD. PLEASE SAY AWOD AGAIN.                                                                	AWOD. PLEASE SAY AWOD AGAIN.                                                                	Fixed	y	2	instructions_f2.txt	1	1	32	32	faster2x_1_49_1.wav	2.4483	22-Apr-2018	16:18:12	16:18:14	
faster2x	11	1	f2	dfd	t_a                   	ATOD                                                                                        	ATOD. PLEASE SAY ATOD AGAIN.                                                                	ATOD. PLEASE SAY ATOD AGAIN.                                                                	ATOD. PLEASE SAY ATOD AGAIN.                                                                	Fixed	y	2	instructions_f2.txt	1	1	33	33	faster2x_1_11_1.wav	2.7572	22-Apr-2018	16:18:14	16:18:17	
faster2x	10	1	f2	dfd	t_ae                  	ATAD                                                                                        	ATAD. PLEASE SAY ATAD AGAIN.                                                                	ATAD. PLEASE SAY ATAD AGAIN.                                                                	ATAD. PLEASE SAY ATAD AGAIN.                                                                	Fixed	y	2	instructions_f2.txt	1	1	34	34	faster2x_1_10_1.wav	2.5702	22-Apr-2018	16:18:17	16:18:20	
faster2x	30	1	f2	dfd	sh_ae                 	ASHAD                                                                                       	ASHAD. PLEASE SAY ASHAD AGAIN.                                                              	ASHAD. PLEASE SAY ASHAD AGAIN.                                                              	ASHAD. PLEASE SAY ASHAD AGAIN.                                                              	Fixed	y	2	instructions_f2.txt	1	1	35	35	faster2x_1_30_1.wav	2.4886	22-Apr-2018	16:18:20	16:18:22	
faster2x	33	1	f2	dfd	z_i                   	AZEED                                                                                       	AZEED. PLEASE SAY AZEED AGAIN.                                                              	AZEED. PLEASE SAY AZEED AGAIN.                                                              	AZEED. PLEASE SAY AZEED AGAIN.                                                              	Fixed	y	2	instructions_f2.txt	1	1	36	36	faster2x_1_33_1.wav	2.4864	22-Apr-2018	16:18:23	16:18:25	
faster2x	25	1	f2	dfd	s_i                   	ASEED                                                                                       	ASEED. PLEASE SAY ASEED AGAIN.                                                              	ASEED. PLEASE SAY ASEED AGAIN.                                                              	ASEED. PLEASE SAY ASEED AGAIN.                                                              	Fixed	y	2	instructions_f2.txt	1	1	37	37	faster2x_1_25_1.wav	2.4893	22-Apr-2018	16:18:25	16:18:28	
faster2x	41	1	f2	dfd	h_a                   	AHOD                                                                                        	AHOD. PLEASE SAY AHOD AGAIN.                                                                	AHOD. PLEASE SAY AHOD AGAIN.                                                                	AHOD. PLEASE SAY AHOD AGAIN.                                                                	Fixed	y	2	instructions_f2.txt	1	1	38	38	faster2x_1_41_1.wav	2.4091	22-Apr-2018	16:18:28	16:18:30	
faster2x	20	1	f2	dfd	k_u                   	AKUDE                                                                                       	AKUDE. PLEASE SAY AKUDE AGAIN.                                                              	AKUDE. PLEASE SAY AKUDE AGAIN.                                                              	AKUDE. PLEASE SAY AKUDE AGAIN.                                                              	Fixed	y	2	instructions_f2.txt	1	1	39	39	faster2x_1_20_1.wav	2.4642	22-Apr-2018	16:18:30	16:18:33	
faster2x	23	1	f2	dfd	g_a                   	AGOD                                                                                        	AGOD. PLEASE SAY AGOD AGAIN.                                                                	AGOD. PLEASE SAY AGOD AGAIN.                                                                	AGOD. PLEASE SAY AGOD AGAIN.                                                                	Fixed	y	2	instructions_f2.txt	1	1	40	40	faster2x_1_23_1.wav	2.5031	22-Apr-2018	16:18:33	16:18:36	
faster2x	1	1	f2	dfd	p_i                   	APEED                                                                                       	APEED. PLEASE SAY APEED AGAIN.                                                              	APEED. PLEASE SAY APEED AGAIN.                                                              	APEED. PLEASE SAY APEED AGAIN.                                                              	Fixed	y	2	instructions_f2.txt	1	1	41	41	faster2x_1_1_1.wav	2.4738	22-Apr-2018	16:18:36	16:18:38	
faster2x	21	1	f2	dfd	g_i                   	AGEED                                                                                       	AGEED. PLEASE SAY AGEED AGAIN.                                                              	AGEED. PLEASE SAY AGEED AGAIN.                                                              	AGEED. PLEASE SAY AGEED AGAIN.                                                              	Fixed	y	2	instructions_f2.txt	1	1	42	42	faster2x_1_21_1.wav	2.9065	22-Apr-2018	16:18:38	16:18:41	
faster2x	16	1	f2	dfd	d_u                   	ADUDE                                                                                       	ADUDE. PLEASE SAY ADUDE AGAIN.                                                              	ADUDE. PLEASE SAY ADUDE AGAIN.                                                              	ADUDE. PLEASE SAY ADUDE AGAIN.                                                              	Fixed	y	2	instructions_f2.txt	1	1	43	43	faster2x_1_16_1.wav	2.4801	22-Apr-2018	16:18:41	16:18:44	
faster2x	27	1	f2	dfd	s_a                   	ASOD                                                                                        	ASOD. PLEASE SAY ASOD AGAIN.                                                                	ASOD. PLEASE SAY ASOD AGAIN.                                                                	ASOD. PLEASE SAY ASOD AGAIN.                                                                	Fixed	y	2	instructions_f2.txt	1	1	44	44	faster2x_1_27_1.wav	2.5027	22-Apr-2018	16:18:44	16:18:47	
faster2x	46	1	f2	dfd	l_a                   	ALOD                                                                                        	ALOD. PLEASE SAY ALOD AGAIN.                                                                	ALOD. PLEASE SAY ALOD AGAIN.                                                                	ALOD. PLEASE SAY ALOD AGAIN.                                                                	Fixed	y	2	instructions_f2.txt	1	1	45	45	faster2x_1_46_1.wav	2.4731	22-Apr-2018	16:18:47	16:18:49	
faster2x	12	1	f2	dfd	t_u                   	ATUDE                                                                                       	ATUDE. PLEASE SAY ATUDE AGAIN.                                                              	ATUDE. PLEASE SAY ATUDE AGAIN.                                                              	ATUDE. PLEASE SAY ATUDE AGAIN.                                                              	Fixed	y	2	instructions_f2.txt	1	1	46	46	faster2x_1_12_1.wav	2.3941	22-Apr-2018	16:18:49	16:18:52	
faster2x	7	1	f2	dfd	b_a                   	ABOD                                                                                        	ABOD. PLEASE SAY ABOD AGAIN.                                                                	ABOD. PLEASE SAY ABOD AGAIN.                                                                	ABOD. PLEASE SAY ABOD AGAIN.                                                                	Fixed	y	2	instructions_f2.txt	1	1	47	47	faster2x_1_7_1.wav	2.5126	22-Apr-2018	16:18:52	16:18:54	
faster2x	48	1	f2	dfd	j_a                   	AYOD                                                                                        	AYOD. PLEASE SAY AYOD AGAIN.                                                                	AYOD. PLEASE SAY AYOD AGAIN.                                                                	AYOD. PLEASE SAY AYOD AGAIN.                                                                	Fixed	y	2	instructions_f2.txt	1	1	48	48	faster2x_1_48_1.wav	2.4578	22-Apr-2018	16:18:54	16:18:57	
faster2x	36	1	f2	dfd	z_u                   	AZUDE                                                                                       	AZUDE. PLEASE SAY AZUDE AGAIN.                                                              	AZUDE. PLEASE SAY AZUDE AGAIN.                                                              	AZUDE. PLEASE SAY AZUDE AGAIN.                                                              	Fixed	y	2	instructions_f2.txt	1	1	49	49	faster2x_1_36_1.wav	2.4718	22-Apr-2018	16:18:57	16:18:59	
faster2x	17	1	f2	dfd	k_i                   	AKEED                                                                                       	AKEED. PLEASE SAY AKEED AGAIN.                                                              	AKEED. PLEASE SAY AKEED AGAIN.                                                              	AKEED. PLEASE SAY AKEED AGAIN.                                                              	Fixed	y	2	instructions_f2.txt	1	1	50	50	faster2x_1_17_1.wav	2.5281	22-Apr-2018	16:19:00	16:19:02	
faster2x	51	1	f2	dfd	h_ae                  	AHAD                                                                                        	AHAD. PLEASE SAY AHAD AGAIN.                                                                	AHAD. PLEASE SAY AHAD AGAIN.                                                                	AHAD. PLEASE SAY AHAD AGAIN.                                                                	Fixed	y	2	instructions_f2.txt	1	1	51	51	faster2x_1_51_1.wav	2.4543	22-Apr-2018	16:19:02	16:19:05	
faster2x	35	1	f2	dfd	z_a                   	AZOD                                                                                        	AZOD. PLEASE SAY AZOD AGAIN.                                                                	AZOD. PLEASE SAY AZOD AGAIN.                                                                	AZOD. PLEASE SAY AZOD AGAIN.                                                                	Fixed	y	2	instructions_f2.txt	1	1	52	52	faster2x_1_35_1.wav	2.547	22-Apr-2018	16:19:05	16:19:07	
faster2x	28	1	f2	dfd	s_u                   	ASUDE                                                                                       	ASUDE. PLEASE SAY ASUDE AGAIN.                                                              	ASUDE. PLEASE SAY ASUDE AGAIN.                                                              	ASUDE. PLEASE SAY ASUDE AGAIN.                                                              	Fixed	y	2	instructions_f2.txt	1	1	53	53	faster2x_1_28_1.wav	2.555	22-Apr-2018	16:19:08	16:19:10	
faster2x	19	1	f2	dfd	k_a                   	AKOD                                                                                        	AKOD. PLEASE SAY AKOD AGAIN.                                                                	AKOD. PLEASE SAY AKOD AGAIN.                                                                	AKOD. PLEASE SAY AKOD AGAIN.                                                                	Fixed	y	2	instructions_f2.txt	1	1	54	54	faster2x_1_19_1.wav	2.4622	22-Apr-2018	16:19:10	16:19:13	
faster2x	4	1	f2	dfd	p_u                   	APUDE                                                                                       	APUDE. PLEASE SAY APUDE AGAIN.                                                              	APUDE. PLEASE SAY APUDE AGAIN.                                                              	APUDE. PLEASE SAY APUDE AGAIN.                                                              	Fixed	y	2	instructions_f2.txt	1	1	55	55	faster2x_1_4_1.wav	2.4724	22-Apr-2018	16:19:13	16:19:15	
faster2x	44	1	f2	dfd	m_a                   	AMOD                                                                                        	AMOD. PLEASE SAY AMOD AGAIN.                                                                	AMOD. PLEASE SAY AMOD AGAIN.                                                                	AMOD. PLEASE SAY AMOD AGAIN.                                                                	Fixed	y	2	instructions_f2.txt	1	1	56	56	faster2x_1_44_1.wav	2.3773	22-Apr-2018	16:19:15	16:19:18	
faster2x	2	1	f2	dfd	p_ae                  	APAD                                                                                        	APAD. PLEASE SAY APAD AGAIN.                                                                	APAD. PLEASE SAY APAD AGAIN.                                                                	APAD. PLEASE SAY APAD AGAIN.                                                                	Fixed	y	2	instructions_f2.txt	1	1	57	57	faster2x_1_2_1.wav	2.4813	22-Apr-2018	16:19:18	16:19:20	
faster2x	13	1	f2	dfd	d_i                   	ADEED                                                                                       	ADEED. PLEASE SAY ADEED AGAIN.                                                              	ADEED. PLEASE SAY ADEED AGAIN.                                                              	ADEED. PLEASE SAY ADEED AGAIN.                                                              	Fixed	y	2	instructions_f2.txt	1	1	58	58	faster2x_1_13_1.wav	2.3702	22-Apr-2018	16:19:21	16:19:23	
faster2x	37	1	f2	dfd	f_a                   	AFOD                                                                                        	AFOD. PLEASE SAY AFOD AGAIN.                                                                	AFOD. PLEASE SAY AFOD AGAIN.                                                                	AFOD. PLEASE SAY AFOD AGAIN.                                                                	Fixed	y	2	instructions_f2.txt	1	1	59	59	faster2x_1_37_1.wav	2.4722	22-Apr-2018	16:19:23	16:19:26	
faster2x	6	1	f2	dfd	b_ae                  	ABAD                                                                                        	ABAD. PLEASE SAY ABAD AGAIN.                                                                	ABAD. PLEASE SAY ABAD AGAIN.                                                                	ABAD. PLEASE SAY ABAD AGAIN.                                                                	Fixed	y	2	instructions_f2.txt	1	1	60	60	faster2x_1_6_1.wav	2.5092	22-Apr-2018	16:19:26	16:19:28	
faster2x	50	1	f2	dfd	h_i                   	AHEED                                                                                       	AHEED. PLEASE SAY AHEED AGAIN.                                                              	AHEED. PLEASE SAY AHEED AGAIN.                                                              	AHEED. PLEASE SAY AHEED AGAIN.                                                              	Fixed	y	2	instructions_f2.txt	1	1	61	61	faster2x_1_50_1.wav	2.4895	22-Apr-2018	16:19:28	16:19:31	
faster2x	62	1	f2	con	monologue             	Conversation: Now turn to the examiner and say a few sentences about the topic she provides.	Conversation: Now turn to the examiner and say a few sentences about the topic she provides.	Conversation: Now turn to the examiner and say a few sentences about the topic she provides.	Conversation: Now turn to the examiner and say a few sentences about the topic she provides.	Fixed	y	2	instructions_f2.txt	1	1	62	62	faster2x_1_62_1.wav	22.0158	22-Apr-2018	16:19:31	16:19:53	
